InternalNumber,UniqueID,Name,URLLink,Team,Country,AgeDate,Age,Weight,Height,PosC,PosLW,PosRW,PosD,Contract,Rookie,PProtected,NoApplyRerate,AvailableforTrade,NoTrade,CanPlayPro,CanPlayFarm,ForceWaiver,ExcludeFromSalaryCap,ProSalaryInFarm,StarPower,SalaryAverage,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9,Salary10,Injury,NumberOfInjury,Condition,Suspension,NHLID,DraftYear,DraftOverallPick,DraftOriginalTeam,Empty5,Jersey,Status1,Status2,Status3,Status4,Status5,Status6,Status7,Status8,Status9,Status10,CK,FG,DI,SK,ST,EN,DU,PH,FO,PA,SC,DF,PS,EX,LD,PO,MO,Overall,ProGP,ProShots,ProG,ProA,ProPoint,ProPlusMinus,ProPim,Pro5Pim,ProShotsBlock,ProOwnShotsBlock,ProOwnShotsMissGoal,ProHits,ProHitsTook,ProGW,ProGT,ProFaceOffWon,ProFaceOffTotal,ProPenalityShotsScore,ProPenalityShotsTotal,ProEmptyNetGoal,ProSecondPlay,ProHatTrick,ProPPG,ProPPA,ProPPShots,ProPPSecondPlay,ProPKG,ProPKA,ProPKShots,ProPKSecondPlay,ProGiveAway,ProTakeAway,ProPuckPossesionTime,ProFightW,ProFightL,ProFightT,ProStar(1),ProStar(2),ProStar(3),ProStarPower7Days,ProStarPower30Days,ProStarPowerYear,FarmGP,FarmShots,FarmG,FarmA,FarmPoint,FarmPlusMinus,FarmPim,Farm5Pim,FarmShotsBlock,FarmOwnShotsBlock,FarmOwnShotsMissGoal,FarmHits,FarmHitsTook,FarmGW,FarmGT,FarmFaceOffWon,FarmFaceOffTotal,FarmPenalityShotsScore,FarmPenalityShotsTotal,FarmEmptyNetGoal,FarmSecondPlay,FarmHatTrick,FarmPPG,FarmPPA,FarmPPShots,FarmPPSecondPlay,FarmPKG,FarmPKA,FarmPKShots,FarmPKSecondPlay,FarmGiveAway,FarmTakeAway,FarmPuckPossesionTime,FarmFightW,FarmFightL,FarmFightT,FarmStar(1),FarmStar(2),FarmStar(3),GameInRowWithAGoal,GameInRowWithAPoint,GameInRowWithOutAGoal,GameInRowWithOutAPoint,FarmStarPower7Days,FarmStarPower30Days,FarmStarPowerYear,Empty6
391,3228,Peter Stoykewych,http://www.tsn.ca/nhl/player-bio/peter-stoykewych,0,MB,1992-07-13,28,190,74,False,False,False,True,0,False,False,False,False,False,True,True,False,False,False,0,525000,0,0,0,0,0,0,0,0,0,0,,0,100,0,8475895,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,74,72,77,58,72,54,57,44,25,34,39,59,37,44,44,49,50,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
393,3229,Kyle Platzer,http://www.tsn.ca/nhl/player-bio/kyle-platzer,0,ONT,1995-03-03,25,172,72,True,False,False,False,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,73,66,90,67,66,62,64,54,68,47,56,61,53,44,44,59,50,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
394,4225,Gaetan Haas,http://www.eliteprospects.com/player.php?player=34816,17,SWI,1992-01-31,28,176,71,True,False,False,False,1,True,False,False,False,False,True,True,False,False,False,0,525000,1562000,0,0,0,0,0,0,0,0,0,,0,100,0,8481813,0,0,0,,0,2,2,2,2,2,2,2,2,2,2,75,43,96,80,64,54,72,63,70,59,59,65,25,50,50,64,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
395,3621,David Kampf,https://www.tsn.ca/nhl/player-bio/david-kampf,7,CZE,1995-01-12,25,191,74,True,True,True,False,1,False,False,False,False,False,True,True,False,False,False,0,925000,925000,0,0,0,0,0,0,0,0,0,,0,100,0,8480144,0,0,0,,0,3,3,3,3,3,3,3,3,3,3,69,43,96,76,72,65,84,61,84,60,60,85,75,63,63,68,50,66,11,10,0,0,0,-5,0,0,3,2,6,2,18,0,0,82,143,0,0,0,6166,0,0,0,0,0,0,0,4,2521,0,0,453,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,
396,3231,Valentin Zykov,http://www.tsn.ca/nhl/player-bio/valentin-zykov,7,RUS,1995-05-14,25,224,73,False,True,True,False,1,False,False,False,False,False,True,True,False,False,False,0,775000,775000,0,0,0,0,0,0,0,0,0,,0,100,0,8477458,0,0,0,,0,1,1,1,1,1,1,1,1,1,1,78,45,87,71,80,62,59,64,25,65,58,56,25,48,48,62,50,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,6,6,7,2,0,2,6,9,16,10,0,0,6,7,0,0,0,9031,0,0,0,1,294,0,0,0,1634,0,0,1252,0,0,0,0,1,0,0,0,11,3,45,1910,1910,
397,3357,Travis Konecny,http://www.tsn.ca/nhl/player-bio/travis-konecny,25,ONT,1997-03-11,23,175,70,False,True,True,False,5,False,False,False,False,False,True,True,False,False,False,0,7500000,7500000,7500000,7500000,7500000,7500000,0,0,0,0,0,,0,100,0,8478439,0,0,0,,0,3,3,3,3,3,3,3,3,3,3,75,43,87,86,63,74,91,85,44,88,86,64,59,63,64,82,50,74,12,39,5,9,14,-4,4,0,4,18,32,20,16,1,0,6,16,0,0,0,13668,0,0,2,5,1609,0,0,0,6,0,0,1636,0,0,0,2,0,1,280,1780,1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,
398,3232,Cole Ully,https://www.tsn.ca/nhl/player-bio/cole-ully,26,AB,1995-02-20,25,170,72,False,True,True,False,3,False,False,False,False,False,True,True,False,False,False,0,646667,646667,646667,646667,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,1,1,1,1,1,1,1,1,1,1,70,66,79,64,66,56,58,49,50,49,44,58,42,44,44,53,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,1,9,10,20,2,0,4,9,17,14,12,0,0,4,11,0,0,0,12549,0,0,0,1,508,0,0,0,1302,0,0,1154,0,0,0,0,1,0,0,0,6,2,50,3270,3270,
399,3233,Max Novak,http://www.eliteprospects.com/player.php?player=96849,0,USA,1991-04-15,29,190,72,False,False,True,False,0,False,False,False,False,False,True,True,False,False,False,0,525000,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,75,70,88,66,70,65,69,50,50,46,48,61,46,44,44,55,50,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
400,3234,Jimmy Lodge,http://www.tsn.ca/nhl/player-bio/jimmy-lodge,0,USA,1995-03-04,25,166,73,True,False,True,False,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,69,63,84,66,63,65,69,51,64,47,51,58,48,44,44,56,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
401,4226,Joakim Nygard,http://www.eliteprospects.com/player.php?player=25858,18,SWE,1993-01-08,27,179,72,False,True,False,False,1,True,False,False,False,False,True,True,False,False,False,0,875000,875000,0,0,0,0,0,0,0,0,0,,0,100,0,8481638,0,0,0,,0,3,3,3,3,3,3,3,3,3,3,65,41,91,90,65,57,61,61,44,64,59,61,25,47,47,63,50,60,5,9,3,2,5,-2,0,0,4,2,7,0,16,0,0,10,19,0,0,0,5790,0,0,0,3,582,0,0,0,553,0,0,876,0,0,0,0,0,0,0,340,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,
402,3235,Joe Rehkamp,http://www.eliteprospects.com/player.php?player=45708,0,USA,1991-07-01,29,192,71,False,False,True,False,0,False,False,False,False,False,True,True,False,False,False,0,525000,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,78,69,99,62,69,45,47,36,54,38,36,58,34,44,44,1,50,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
403,3236,Mike Liambas,http://www.tsn.ca/nhl/player-bio/mike-liambas,0,ONT,1989-02-16,31,203,70,False,True,False,False,0,False,False,False,False,False,True,True,False,False,False,0,575000,0,0,0,0,0,0,0,0,0,0,,0,100,0,8475436,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,67,71,58,67,71,60,64,46,50,41,46,56,44,44,44,51,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
404,4227,Noah Dobson,https://www.tsn.ca/nhl/player-bio/noah-dobson/bio,1,PEI,2000-01-07,20,183,76,False,False,False,True,3,True,False,False,False,False,True,True,False,False,False,0,894170,1431667,1431667,1431667,0,0,0,0,0,0,0,,0,100,0,8480865,0,0,0,,0,1,1,1,1,1,1,1,1,1,1,69,42,91,80,71,62,63,69,25,53,48,59,25,47,47,60,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
405,404,Jaime Sifers,http://www.tsn.ca/nhl/player-bio/jaime-sifers,0,USA,1983-01-17,37,198,71,False,False,False,True,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,2,2,2,2,2,2,2,2,2,2,72,70,78,62,70,53,55,47,25,37,40,60,38,48,48,50,50,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
406,3930,Ryan Kuffner,https://www.tsn.ca/nhl/player-bio/ryan-kuffner,21,ONT,1996-06-11,24,194,73,False,True,False,False,1,False,False,False,False,False,True,True,False,False,False,0,925000,925000,0,0,0,0,0,0,0,0,0,,0,100,0,8481426,0,0,0,,0,1,1,1,1,1,1,1,1,1,1,79,71,97,60,71,58,59,54,50,47,56,64,53,44,44,59,50,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,1,0,0,0,1,6,2,1,0,0,0,1,0,0,0,1015,0,0,0,0,71,0,0,0,58,0,0,269,0,0,0,1,0,0,1,1,0,0,0,320,320,
407,3238,Mason Geertsen,http://www.tsn.ca/nhl/player-bio/mason-geertsen,9,AB,1995-04-18,25,215,74,False,False,False,True,3,False,False,False,False,False,True,True,False,False,False,0,750000,750000,750000,750000,0,0,0,0,0,0,0,,0,100,0,8477419,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,71,79,52,63,79,69,76,45,25,36,39,58,37,44,44,50,50,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
408,3358,Pavel Zacha,http://www.tsn.ca/nhl/player-bio/pavel-zacha,30,CZE,1997-04-06,23,210,75,True,True,False,False,3,False,False,False,False,False,True,True,False,False,False,0,2400000,2400000,2400000,2400000,0,0,0,0,0,0,0,,0,100,0,8478401,0,0,0,,0,3,3,3,3,3,3,3,3,3,3,75,44,92,82,79,73,82,72,76,78,62,81,63,62,63,73,50,70,12,37,4,7,11,12,2,0,6,8,17,5,13,2,0,96,199,0,0,0,11621,0,0,0,0,53,0,0,3,1506,0,0,1377,0,0,0,0,0,1,360,2645,2645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,
409,3239,Calle Andersson,http://www.eliteprospects.com/player.php?player=30181,0,SWE,1994-07-01,26,216,74,False,False,False,True,0,True,False,False,False,False,True,True,False,False,False,0,662000,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,85,79,99,67,79,45,46,40,25,42,41,63,39,44,44,1,50,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
410,3240,Joel Lowry,https://www.tsn.ca/nhl/player-bio/joel-lowry,0,AB,1991-11-15,28,180,73,False,True,False,False,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,8476382,0,0,0,,0,2,2,2,2,2,2,2,2,2,2,71,68,79,62,68,69,73,57,50,57,51,62,48,47,47,58,50,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
411,3241,Marc-Olivier Roy,http://www.tsn.ca/nhl/player-bio/marco-roy,0,QUE,1994-07-01,26,175,72,True,False,False,False,0,True,False,False,False,False,True,True,False,False,False,0,525000,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,75,65,99,63,65,46,46,45,59,52,42,59,40,44,44,1,50,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
412,3242,Tim Bozon,http://www.tsn.ca/nhl/player-bio/tim-bozon,0,USA,1994-03-24,26,196,73,False,True,False,False,0,False,False,False,False,False,True,True,False,False,False,0,818000,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,75,72,82,62,72,58,59,55,50,48,58,62,55,44,44,59,50,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
413,3359,Brayden Point,http://www.tsn.ca/nhl/player-bio/brayden-point,11,AB,1996-03-13,24,166,70,True,False,True,False,4,False,False,False,False,False,True,True,False,False,False,0,8500000,8500000,8500000,8500000,8500000,0,0,0,0,0,0,,0,100,0,8478010,0,0,0,,0,3,2,2,2,2,2,2,2,2,2,63,51,94,94,61,79,90,89,88,89,87,58,63,66,68,82,50,75,11,44,6,8,14,0,0,0,0,9,52,7,20,1,0,13,24,1,1,0,14076,0,2,2,11,2317,0,0,0,1027,0,0,1948,0,0,0,2,0,2,310,2455,2455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,
414,3243,Pavel Padakin,http://www.eliteprospects.com/player.php?player=68358,0,UKR,1994-07-01,26,179,72,False,False,True,False,0,True,False,False,False,False,True,True,False,False,False,0,525000,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,67,65,72,62,65,44,45,39,55,45,37,52,35,44,44,1,50,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
415,414,John Carlson,https://www.tsn.ca/nhl/player-bio/john-carlson,15,USA,1990-01-10,30,218,75,False,False,False,True,2,False,False,False,False,False,True,True,False,False,False,0,6500000,6500000,6500000,0,0,0,0,0,0,0,0,,0,100,0,8474590,0,0,0,,0,3,3,3,3,3,3,3,3,3,3,71,44,88,85,80,91,92,97,25,88,62,78,63,77,82,77,50,77,11,13,1,1,2,-5,2,0,19,4,12,6,24,0,0,0,0,0,0,0,15844,0,0,0,5,2058,0,0,0,2126,0,0,2997,0,0,0,0,0,1,35,325,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,
416,3244,Ross Johnston,http://www.tsn.ca/nhl/player-bio/ross-johnston,4,PEI,1994-02-18,26,235,77,False,True,False,False,2,False,False,False,True,False,True,True,False,False,False,0,1000000,1000000,1000000,0,0,0,0,0,0,0,0,,0,100,0,8477527,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,94,99,38,68,92,50,49,55,25,53,59,61,25,48,48,60,50,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,4,0,1,0,1,4,1,0,0,0,0,0,0,0,755,0,0,0,0,55,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,1,0,0,120,120,
417,3245,Colin Markison,https://www.eliteprospects.com/player/46919/colin-markison,0,USA,1992-08-06,28,185,70,False,False,True,False,0,False,False,False,False,False,True,True,False,False,False,0,525000,0,0,0,0,0,0,0,0,0,0,,0,100,0,8478520,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,71,66,81,64,66,64,68,50,50,47,46,61,44,53,53,54,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
418,3246,Derek Army,http://www.eliteprospects.com/player.php?player=94502,0,USA,1991-04-10,29,170,71,True,False,False,False,0,False,False,False,False,False,True,True,False,False,False,0,525000,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,68,63,80,64,63,51,52,50,63,48,46,58,44,44,44,52,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
419,3247,Derek DeBlois,http://www.eliteprospects.com/player.php?player=38062,0,USA,1991-07-01,29,187,71,False,False,True,False,0,False,False,False,False,False,True,True,False,False,False,0,525000,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,69,67,72,64,67,43,44,37,53,39,39,53,37,44,44,1,50,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
420,3931,Taro Hirose,https://www.eliteprospects.com/player/83462/taro-hirose,5,CAN,1996-06-30,24,161,70,False,True,False,False,1,False,False,False,False,False,True,True,False,False,False,0,925000,925000,0,0,0,0,0,0,0,0,0,,0,100,0,8481433,0,0,0,,0,1,1,1,1,1,1,1,1,1,1,65,41,92,63,59,63,71,77,26,65,58,61,25,47,47,63,50,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,46,12,9,21,19,4,0,1,13,23,5,7,2,0,6,13,0,0,0,12608,1,1,1,5,605,0,0,0,389,0,0,2573,0,0,0,1,2,2,0,0,1,1,5,5125,5125,
421,420,Patrick Kane,http://www.tsn.ca/nhl/player-bio/patrick-kane,8,USA,1988-11-19,31,177,71,False,False,True,False,1,False,False,False,False,False,True,True,False,False,False,0,10500000,10500000,0,0,0,0,0,0,0,0,0,,0,100,0,8474141,0,0,0,,0,3,3,3,3,3,3,3,3,3,3,61,41,83,93,64,87,93,91,31,96,91,57,80,83,90,84,50,78,11,35,7,6,13,7,0,0,0,11,29,2,16,0,0,16,48,0,0,0,13657,0,3,0,9,2174,0,0,0,2393,0,0,2002,0,0,0,1,0,0,455,2380,2380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,
422,421,Nicklas Backstrom,http://www.tsn.ca/nhl/player-bio/nicklas-backstrom,31,SWE,1987-11-23,32,210,73,True,False,False,False,3,False,False,False,False,False,True,True,False,False,False,0,9500000,9500000,9500000,9500000,0,0,0,0,0,0,0,,0,100,0,8473563,0,0,0,,0,3,3,3,3,3,3,3,3,3,3,65,42,92,87,77,80,88,92,87,94,72,62,72,82,88,77,50,76,11,32,4,3,7,2,4,0,1,11,30,4,25,1,0,140,254,0,1,0,10549,0,2,2,6,2035,0,0,0,0,0,0,1590,0,0,0,1,0,1,280,1170,1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,
423,422,Mats Zuccarello,http://www.tsn.ca/nhl/player-bio/mats-zuccarello,26,NOR,1987-08-31,33,179,68,False,True,True,False,4,False,False,False,False,True,True,True,False,False,False,0,5000000,5000000,5000000,5000000,5000000,0,0,0,0,0,0,,0,100,0,8475692,0,0,0,,0,3,3,3,3,3,3,3,3,3,3,59,40,90,88,61,72,74,76,56,77,74,61,87,70,73,73,50,69,12,25,2,2,4,-8,0,0,0,12,25,7,19,0,0,2,19,0,0,0,11967,0,1,1,3,2092,0,0,0,98,0,0,1394,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,
424,4228,Morgan Frost,https://www.eliteprospects.com/player/317025/morgan-frost,17,ONT,1999-05-14,21,170,71,True,False,False,False,3,True,False,False,False,False,True,True,False,False,False,0,863334,863333,863333,863333,0,0,0,0,0,0,0,,0,100,0,8480028,0,0,0,,0,2,2,2,2,2,2,2,2,2,2,59,40,93,85,63,65,77,75,60,70,59,53,25,45,45,64,50,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
425,424,Brandon Mashinter,http://www.tsn.ca/nhl/player-bio/brandon-mashinter,0,ONT,1988-09-19,32,212,76,False,True,False,False,0,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,,0,2,2,2,2,2,2,2,2,2,2,81,80,82,65,80,67,70,58,50,55,57,66,54,44,44,62,50,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
